Name:             Description:
mf_brist          "Bristles (Max-A-Flex)"
mf_flip           "Flip & Flop (Max-A-Flex)"
mfish_11          "Multi Fish (031124)"
mfish_12          "Multi Fish (040308)"
mfish_12a         "Multi Fish (bootleg, 040308, banking address hack)"
mfish_13          "Multi Fish (040316)"
mfish_3           "Multi Fish (021124)"
mfish_3a          "Multi Fish (bootleg, 021124, banking address hack)"
mfish_6           "Multi Fish (030124)"
mfish_8           "Multi Fish (030522)"
mfjump            "Monster Farm Jump (Japan)"
mfunclub          "Mahjong Fun Club - Idol Saizensen (Japan)"
mgakuen           "Mahjong Gakuen"
mgakuen2          "Mahjong Gakuen 2 Gakuen-chou no Fukushuu"
mgcldate          "Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J)"
mgcldtex          "Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J)"
mgcrystl          "Magical Crystals (World, 92/01/10)"
mgcrystlj         "Magical Crystals (Japan, 92/01/13)"
mgcrystlo         "Magical Crystals (World, 91/12/10)"
mgdh              "Mahjong Man Guan Daheng (Taiwan, V125T1)"
mgdha             "Mahjong Man Guan Daheng (Taiwan, V123T1)"
mgion             "Gionbana [BET] (Japan 890207)"
mgmen89           "Mahjong G-MEN'89 (Japan 890425)"
mgnumber          "Magic Number"
mgprem11          "Magic Premium (v1.1)"
mhavoc            "Major Havoc (rev 3)"
mhavoc2           "Major Havoc (rev 2)"
mhavocp           "Major Havoc (prototype)"
mhavocrv          "Major Havoc - Return to Vax"
mhgaiden          "Mahjong Hourouki Gaiden (Japan)"
mhhonban          "Mahjong Housoukyoku Honbanchuu (Japan)"
mia               "M.I.A. - Missing in Action (version T)"
mia2              "M.I.A. - Missing in Action (version S)"
miaj              "M.I.A. - Missing in Action (version R) (Japan)"
micro3d_sound     "Microprose Custom Sound"
micrombc          "Microman Battle Charge (J 990326 V1.000)"
microtouch        "Microtouch Touchscreen"
midcsd            "Cheap Squeak Deluxe Sound Board"
midi_kbd          "Generic MIDI Keyboard"
midi_port         "MIDI port"
midiin            "MIDI In image device"
midiin_port       "MIDI In port"
midiout           "MIDI Out image device"
midiout_port      "MIDI Out port"
midnrun           "Midnight Run: Road Fighter 2 (EAA, Euro v1.11)"
midnruna          "Midnight Run: Road Fighter 2 (AAA, Asia v1.10)"
midres            "Midnight Resistance (World)"
midresb           "Midnight Resistance (bootleg with 68705)"
midresbj          "Midnight Resistance (Joystick bootleg)"
midresj           "Midnight Resistance (Japan)"
midresu           "Midnight Resistance (US)"
midsg             "Midway Sounds Good Sound Board"
midsnt            "Midway Squawk 'n' Talk Sound Board"
midssio           "Midway SSIO Sound Board"
midtcs            "Midway Turbo Cheap Squeak Sound Board"
midway_ioasic     "Midway IOASIC"
midway_serial_pic "Midway Serial Pic"
midway_serial_pic2"Midway Serial PIC 2"
mie               "Sega 315-6146 MIE"
mie_jvs           "JVS (MIE)"
miexchng          "Money Puzzle Exchanger / Money Idol Exchanger"
mightguy          "Mighty Guy"
mightybj          "Vs. Mighty Bomb Jack (Japan)"
mikie             "Mikie"
mikiehs           "Mikie (High School Graffiti)"
mikiej            "Shinnyuushain Tooru-kun"
mil4000           "Millennium Nuovo 4000 (Version 2.0)"
mil4000a          "Millennium Nuovo 4000 (Version 1.8)"
mil4000b          "Millennium Nuovo 4000 (Version 1.5)"
mil4000c          "Millennium Nuovo 4000 (Version 1.6)"
millipdd          "Millipede Dux (hack)"
milliped          "Millipede"
millpac           "Millpac (bootleg of Centipede)"
mimonkey          "Mighty Monkey"
mimonsco          "Mighty Monkey (bootleg on Super Cobra hardware)"
mimonscr          "Mighty Monkey (bootleg on Scramble hardware)"
mimonscra         "Mighty Monkey (Kaina Games, bootleg on Scramble hardware)"
minasan           "Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)"
minefld           "Minefield"
minefldfe         "Minefield (The Logicshop, bootleg)"
mineswpr          "Minesweeper"
mineswpr4         "Minesweeper (4-Player)"
miniboy7          "Mini-Boy 7 (set 1)"
miniboy7a         "Mini-Boy 7 (set 2)"
minigolf          "Mini Golf (11/25/85)"
minigolf2         "Mini Golf (10/8/85)"
minivadr          "Mini Vaders"
mirage            "Mirage Youjuu Mahjongden (Japan)"
mirax             "Mirax (set 1)"
miraxa            "Mirax (set 2)"
mirninja          "Mirai Ninja (Japan)"
misdraw           "Michigan Super Draw (2131-16, U5-2)"
missb2            "Miss Bubble II"
missile           "Missile Command (rev 3)"
missile1          "Missile Command (rev 1)"
missile2          "Missile Command (rev 2)"
missmw96          "Miss Mister World '96 (Nude)"
missw96           "Miss World '96 (Nude) (C-3000A PCB, set 1)"
missw96a          "Miss World '96 (Nude) (C-3000A PCB, set 2)"
missw96b          "Miss World '96 (Nude) (C-3000A PCB, set 3)"
missw96c          "Miss World '96 (Nude) (C-3000B PCB)"
mizubaku          "Mizubaku Daibouken (Japan)"
mj4simai          "Wakakusamonogatari Mahjong Yonshimai (Japan)"
mjanbari          "Medal Mahjong Janjan Baribari [BET] (Japan)"
mjangels          "Mahjong Angels - Comic Theater Vol.2 (Japan)"
mjapinky          "Almond Pinky [BET] (Japan)"
mjcamera          "Mahjong Camera Kozou (set 1) (Japan 881109)"
mjcamerb          "Mahjong Camera Kozou (set 2) (Japan 881109)"
mjchuuka          "Mahjong Chuukanejyo (China)"
mjclinic          "Mahjong Clinic (Japan, set 1)"
mjclub            "Mahjong Club [BET] (Japan)"
mjcomv1           "Mahjong Comic Gekijou Vol.1 (Japan)"
mjdchuka          "Mahjong The Dai Chuuka Ken (China, D111)"
mjderngr          "Mahjong Derringer (Japan)"
mjdialq2          "Mahjong Dial Q2 (Japan)"
mjdialq2a         "Mahjong Dial Q2 (Japan, alt.)"
mjdiplob          "Mahjong Diplomat [BET] (Japan)"
mjegolf           "Mahjong Erotica Golf (Japan)"
mjelct3           "Mahjong Electron Base (parts 2 & 3, Japan)"
mjelct3a          "Mahjong Electron Base (parts 2 & 3, alt., Japan)"
mjelctrb          "Mahjong Electron Base (parts 2 & 4, Japan, bootleg)"
mjelctrn          "Mahjong Electron Base (parts 2 & 4, Japan)"
mjembase          "Mahjong Electromagnetic Base"
mjflove           "Mahjong Fantasic Love (Japan)"
mjfocus           "Mahjong Focus (Japan 890313)"
mjfocusm          "Mahjong Focus [BET] (Japan 890510)"
mjfriday          "Mahjong Friday (Japan)"
mjgaiden          "Mahjong Gaiden [BET] (Japan 870803)"
mjgnight          "Mahjong Gorgeous Night (Japan, TSM003-01)"
mjgottsu          "Mahjong Gottsu ee-kanji (Japan)"
mjgottub          "Medal Mahjong Gottsu ee-kanji [BET] (Japan)"
mjgtaste          "Mahjong G-Taste"
mjhokite          "Mahjong Hourouki Okite (Japan)"
mjifb             "Mahjong If...? [BET]"
mjifb2            "Mahjong If...? [BET](2921)"
mjifb3            "Mahjong If...? [BET](2931)"
mjikaga           "Mahjong Ikaga Desu ka (Japan)"
mjkinjas          "Mahjong Kinjirareta Asobi (Japan)"
mjkjidai          "Mahjong Kyou Jidai (Japan)"
mjkoiura          "Mahjong Koi Uranai (Japan set 1)"
mjkojink          "Mahjong Kojinkyouju (Private Teacher) (Japan)"
mjlaman           "Mahjong La Man (Japan)"
mjleague          "Major League"
mjlstory          "Mahjong Jikken Love Story (Japan)"
mjmaglmp          "Mahjong Magic Lamp (v. JAA02)"
mjmyorn2          "Mahjong The Mysterious Orient Part 2 - Exotic Dream"
mjmyornt          "Mahjong The Mysterious Orient"
mjmyster          "Mahjong The Mysterious World (set 1)"
mjmyuniv          "Mahjong The Mysterious Universe (Japan, D85)"
mjmywrld          "Mahjong The Mysterious World (set 2)"
mjnanpaa          "Mahjong Nanpa Story (Japan 890712)"
mjnanpas          "Mahjong Nanpa Story (Japan 890713)"
mjnanpau          "Mahjong Nanpa Story (Ura) (Japan 890805)"
mjnatsu           "Mahjong Natsu Monogatari (Japan)"
mjnquest          "Mahjong Quest (Japan)"
mjnquestb         "Mahjong Quest (No Nudity)"
mjprivat          "Mahjong Private (Japan)"
mjreach           "Mahjong Reach (bootleg)"
mjreach1          "Mahjong Reach Ippatsu (Japan)"
mjschuka          "Mahjong Super Dai Chuuka Ken (Japan, D115)"
mjsikakb          "Mahjong Shikaku (Japan 880722)"
mjsikakc          "Mahjong Shikaku (Japan 880806)"
mjsikakd          "Mahjong Shikaku (Japan 880802)"
mjsikaku          "Mahjong Shikaku (Japan 880908)"
mjsister          "Mahjong Sisters (Japan)"
mjuraden          "Mahjong Uranai Densetsu (Japan)"
mjvegasa          "Mahjong Vegas (Japan, unprotected)"
mjyarou           "Mahjong Yarou [BET] (Japan, set 1)"
mjyougo           "Mahjong-yougo no Kisotairyoku (Japan)"
mjyuugi           "Mahjong Yuugi (Japan set 1)"
mjyuugia          "Mahjong Yuugi (Japan set 2)"
mk                "Mortal Kombat (rev 5.0 T-Unit 03/19/93)"
mk2               "Mortal Kombat II (rev L3.1)"
mk2chal           "Mortal Kombat II Challenger (hack)"
mk2r11            "Mortal Kombat II (rev L1.1)"
mk2r14            "Mortal Kombat II (rev L1.4)"
mk2r20            "Mortal Kombat II (rev L2.0)"
mk2r21            "Mortal Kombat II (rev L2.1)"
mk2r30            "Mortal Kombat II (rev L3.0)"
mk2r31e           "Mortal Kombat II (rev L3.1 (European))"
mk2r32e           "Mortal Kombat II (rev L3.2 (European))"
mk2r42            "Mortal Kombat II (rev L4.2, hack)"
mk2r91            "Mortal Kombat II (rev L9.1, hack)"
mk3               "Mortal Kombat 3 (rev 2.1)"
mk3mdb            "Mortal Kombat 3 (bootleg of Megadrive version)"
mk3p40            "Mortal Kombat 3 (rev 1 chip label p4.0)"
mk3r10            "Mortal Kombat 3 (rev 1.0)"
mk3r20            "Mortal Kombat 3 (rev 2.0)"
mk4               "Mortal Kombat 4 (version 3.0)"
mk4a              "Mortal Kombat 4 (version 2.1)"
mk4b              "Mortal Kombat 4 (version 1.0)"
mkeibaou          "Mahjong Keibaou (Japan)"
mkla1             "Mortal Kombat (rev 1.0 08/09/92)"
mkla2             "Mortal Kombat (rev 2.0 08/18/92)"
mkla3             "Mortal Kombat (rev 3.0 08/31/92)"
mkla4             "Mortal Kombat (rev 4.0 09/28/92)"
mknifty           "Mortal Kombat (Nifty Kombo, hack)"
mknifty666        "Mortal Kombat (Nifty Kombo 666, hack)"
mkoiuraa          "Mahjong Koi Uranai (Japan set 2)"
mkprot4           "Mortal Kombat (prototype, rev 4.0 07/14/92)"
mkprot8           "Mortal Kombat (prototype, rev 8.0 07/21/92)"
mkprot9           "Mortal Kombat (prototype, rev 9.0 07/28/92)"
mkr4              "Mortal Kombat (rev 4.0 T-Unit 02/11/93)"
mktturbo          "Mortal Kombat (Turbo Ninja T-Unit 03/19/93, hack)"
mkyawdim          "Mortal Kombat (Yawdim bootleg, set 1)"
mkyawdim2         "Mortal Kombat (Yawdim bootleg, set 2)"
mkyawdim3         "Mortal Kombat (Yawdim bootleg, set 3)"
mkyawdim4         "Mortal Kombat (Yawdim bootleg, set 4)"
mkyturbo          "Mortal Kombat (Turbo 3.1 09/09/93, hack)"
mkyturboe         "Mortal Kombat (Turbo 3.0 08/31/92, hack)"
mladyhtr          "Mahjong The Lady Hunter (Japan 900509)"
mlander           "Moon Lander (bootleg of Lunar Rescue)"
mlanding          "Midnight Landing (Germany)"
mmagic            "Monkey Magic"
mmaiko            "Maikobana [BET] (Japan 900911)"
mmancp2u          "Mega Man: The Power Battle (CPS2, USA 951006, SAMPLE Version)"
mmancp2ur1        "Mega Man: The Power Battle (CPS2, USA 950926, SAMPLE Version)"
mmatrix           "Mars Matrix: Hyper Solid Shooting (USA 000412)"
mmatrixd          "Mars Matrix: Hyper Solid Shooting (USA 000412 Phoenix Edition) (bootleg)"
mmatrixj          "Mars Matrix: Hyper Solid Shooting (Japan 000412)"
mmaulers          "Monster Maulers (ver EAA)"
mmaze             "Marchen Maze (Japan)"
mmcamera          "Mahjong Camera Kozou [BET] (Japan 890509)"
mmehyou           "Medal Mahjong Circuit no Mehyou [BET] (Japan)"
mmonkey           "Minky Monkey"
mmpanic           "Monkey Mole Panic (USA)"
mmpork            "Muchi Muchi Pork! (2007/ 4/17 MASTER VER.)"
mmsikaku          "Mahjong Shikaku [BET] (Japan 880929)"
mn1020012a        "Panasonic MN1020012A"
mnchmobl          "Munch Mobile (US)"
mnight            "Mutant Night"
moegonta          "Moeyo Gonta!! (Japan)"
mofflott          "Maze of Flott (Japan)"
mogura            "Mogura Desse (Japan)"
mole              "Mole Attack"
momoko            "Momoko 120% (Japanese text)"
moneymac          "Money Machine (Version 1.7E Dual)"
moneymacd1        "Money Machine (Version 1.7R)"
moneymacd2        "Money Machine (Version 1.7LT)"
moneymacv1        "Money Machine (Version 1.7R Dual)"
moneymacv2        "Money Machine (Version 1.7LT Dual)"
monkelf           "Monky Elf (Korean bootleg of Avenging Spirit)"
monkeyd           "Monkey Donkey"
monoplcl          "Monopoly Classic (JPM) (SYSTEM5 VIDEO)"
monopldx          "Monopoly Deluxe (JPM) (SYSTEM5 VIDEO)"
monopoly          "Monopoly (JPM) (SYSTEM5 VIDEO, set 1)"
monopolya         "Monopoly (JPM) (SYSTEM5 VIDEO, set 2)"
monsterb          "Monster Bash"
monsterb2         "Monster Bash (2 board version)"
montecar          "Monte Carlo"
monymony          "Money Money (set 1)"
moomesa           "Wild West C.O.W.-Boys of Moo Mesa (ver EAB)"
moomesaaab        "Wild West C.O.W.-Boys of Moo Mesa (ver AAB)"
moomesauab        "Wild West C.O.W.-Boys of Moo Mesa (ver UAB)"
moomesauac        "Wild West C.O.W.-Boys of Moo Mesa (ver UAC)"
moonal2           "Moon Alien Part 2"
moonal2b          "Moon Alien Part 2 (older version)"
moonaln           "Moon Alien"
moonbase          "Moon Base Zeta (set 1)"
moonbasea         "Moon Base Zeta (set 2)"
mooncmw           "Moon War (Moon Cresta bootleg)"
mooncptc          "Moon Cresta (Petaco S.A. Spanish bootleg)"
mooncreg          "Moon Cresta (Electrogame S.A. Spanish bootleg)"
mooncrgx          "Moon Cresta (Galaxian hardware)"
mooncrs2          "Moon Cresta (bootleg set 2)"
mooncrs3          "Moon Cresta (bootleg set 3)"
mooncrs4          "Moon Crest (Moon Cresta bootleg)"
mooncrsb          "Moon Cresta (bootleg set 1)"
mooncrsl          "Cresta Mundo (Laguna S.A. Spanish Moon Cresta bootleg)"
mooncrst          "Moon Cresta (Nichibutsu)"
mooncrstg         "Moon Cresta (Gremlin)"
mooncrsto         "Moon Cresta (Nichibutsu, old rev)"
mooncrstso        "Moon Cresta (SegaSA / Sonic)"
mooncrstu         "Moon Cresta (Nichibutsu USA, unencrypted)"
mooncrstuk        "Moon Cresta (Nichibutsu UK)"
mooncrstuku       "Moon Cresta (Nichibutsu UK, unencrypted)"
moonlght          "Moon Light (v.0629, low program)"
moonlghta         "Moon Light (v.0629, high program)"
moonlghtb         "Moon Light (v.02L0A, low program)"
moonlghtc         "Moon Light (v.02L0A, high program, alt gfx)"
moonqsr           "Moon Quasar"
moonwar           "Moonwar"
moonwara          "Moonwar (older)"
moonwarp          "Moon War (prototype on Frenzy hardware)"
moremore          "More More"
moremorp          "More More Plus"
mos6530           "MOS 6530 RRIOT"
mos656x_attack_ufo"MOS 656X VIC (Attack UFO)"
mos8520           "MOS 8520 CIA"
mosaic            "Mosaic"
mosaica           "Mosaic (Fuuki)"
mosaicf2          "Mosaic (F2 System)"
moshougi          "Shougi No Tatsujin - Master of Shougi"
motofren          "Moto Frenzy"
motofrenft        "Moto Frenzy (Field Test Version)"
motofrenmd        "Moto Frenzy (Mini Deluxe)"
motofrenmf        "Moto Frenzy (Mini Deluxe Field Test Version)"
motorace          "MotoRace USA"
motoraid          "Motor Raid - Twin"
motos             "Motos"
mototour          "MotoTour / Zippy Race (Tecfri license)"
mouja             "Mouja (Japan)"
mouse_systems_mouse"Mouse Systems Serial Mouse"
mouseatk          "Mouse Attack"
mouser            "Mouser"
mouserc           "Mouser (Cosmos)"
mp_twc            "Tecmo World Cup (Mega Play)"
mpang             "Mighty! Pang (Euro 001010)"
mpangj            "Mighty! Pang (Japan 001011)"
